input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Oslo/61377379_139162290502157_7714491274788255559_n.jpg	Oslo	[u'horse', u'potted plant', u'person', u'chair', u'chair', u'person', u'person', u'potted plant', u'chair']	[0.9115906, 0.95541066, 0.71653587, 0.7424804, 0.7609728, 0.83839434, 0.6430245, 0.57406557, 0.9759626]	[(0.37274545431137085, 0.27218446135520935, 0.704373300075531, 0.4386768639087677), (0.4884735345840454, 0.7906081080436707, 0.6290653347969055, 0.9249473214149475), (0.47575169801712036, 0.16729950904846191, 0.6079813241958618, 0.2079520970582962), (0.5573950409889221, 0.5227153897285461, 0.6661081910133362, 0.6292926669120789), (0.5456098914146423, 0.13185493648052216, 0.6784610748291016, 0.2064196765422821), (0.4796506464481354, 0.1256111115217209, 0.6460971832275391, 0.19552823901176453), (0.48301228880882263, 0.1613292694091797, 0.5894147157669067, 0.20029732584953308), (0.5312108397483826, 0.9528711438179016, 0.5875353217124939, 0.9948439598083496), (0.5563788414001465, 0.6384497880935669, 0.6586734652519226, 0.7427731156349182)]	Test_Output_Data/61377379_139162290502157_7714491274788255559_n-2019-08-27-115533.jpg
Netlight Oslo/61485063_347549669292466_6029788667861106761_n.jpg	Oslo	[u'wine glass', u'cup', u'laptop', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'bottle', u'wine glass', u'person', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'bottle', u'cup', u'wine glass', u'laptop', u'wine glass', u'wine glass', u'bottle', u'person', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'bottle', u'bottle', u'person', u'wine glass']	[0.00071924744, 0.9919207, 0.9977641, 0.0012773866, 0.0011672964, 0.0006981305, 0.0018618888, 0.0019581653, 0.9353793, 0.00782213, 0.99443036, 0.0016849296, 0.0011607654, 0.00064896635, 0.006797268, 0.9728565, 0.93865925, 0.92916477, 0.0012868758, 0.9252163, 0.0013249646, 0.0012186494, 0.72942203, 0.571249, 0.0009938731, 0.0040308638, 0.010133826, 0.0029959623, 0.95932597, 0.92851627, 0.9907409, 0.0010749488]	[(0.5593549013137817, 0.9250622987747192, 0.6145538687705994, 0.9710864424705505), (0.7744325995445251, 0.3220421373844147, 0.9051739573478699, 0.4221864342689514), (0.6236467957496643, 0.3684938848018646, 0.8770337104797363, 0.766895055770874), (0.6048957705497742, 0.14128030836582184, 0.9315022826194763, 0.25216999650001526), (0.5545717477798462, 0.9447539448738098, 0.6335479021072388, 0.9870456457138062), (0.5505821108818054, 0.9161623120307922, 0.7309372425079346, 0.9746936559677124), (0.7745664119720459, 0.3224782645702362, 0.930665910243988, 0.42122790217399597), (0.57436203956604, 0.16555160284042358, 0.7466161847114563, 0.23536421358585358), (0.5508819222450256, 0.1580207645893097, 0.9361037611961365, 0.26301902532577515), (0.587643563747406, 0.16849757730960846, 0.8956271409988403, 0.26431286334991455), (0.3384554982185364, 0.5882558822631836, 0.7560728192329407, 0.8394862413406372), (0.5510461330413818, 0.8169646263122559, 0.63339763879776, 0.86566561460495), (0.5609092712402344, 0.8189889788627625, 0.7046563625335693, 0.8839340209960938), (0.6488146185874939, 0.19463780522346497, 0.8682959079742432, 0.26722630858421326), (0.5499522089958191, 0.9238091111183167, 0.805374801158905, 0.9926826357841492), (0.34108611941337585, 0.0, 0.8873774409294128, 0.360961377620697), (0.5436289310455322, 0.7983428239822388, 0.8217283487319946, 0.8714430928230286), (0.8851884007453918, 0.43784964084625244, 0.9935054779052734, 0.5697538256645203), (0.5601711273193359, 0.9248229265213013, 0.6597825288772583, 0.9776539206504822), (0.8050717115402222, 0.5633508563041687, 0.9909783005714417, 0.9760873913764954), (0.5646153092384338, 0.8511762022972107, 0.6584855318069458, 0.9178339838981628), (0.573496401309967, 0.8140342235565186, 0.826128363609314, 0.8933992981910706), (0.5447942018508911, 0.8191489577293396, 0.8211621642112732, 0.8887115716934204), (0.34692132472991943, 0.8215025067329407, 0.6580927968025208, 0.9959186315536499), (0.5915356874465942, 0.8420791029930115, 0.8266589045524597, 0.9296529293060303), (0.7271767854690552, 0.15327827632427216, 0.9415029287338257, 0.25447148084640503), (0.559372067451477, 0.7990259528160095, 0.8156476020812988, 0.8709761500358582), (0.8864138722419739, 0.43549567461013794, 1.0, 0.5758739113807678), (0.5359926223754883, 0.9247987270355225, 0.8107913136482239, 0.997355043888092), (0.5697951316833496, 0.847684383392334, 0.8204160928726196, 0.9314003586769104), (0.30859875679016113, 0.2263111174106598, 0.8100008368492126, 0.5498790740966797), (0.5519859194755554, 0.8164370656013489, 0.6779106259346008, 0.8692814111709595)]	Test_Output_Data/61485063_347549669292466_6029788667861106761_n-2019-08-27-115548.jpg
Netlight Oslo/61687567_330023107673260_2093306174175580667_n.jpg	Oslo	[u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person', u'person', u'person', u'person', u'person']	[0.6361795, 0.87580746, 0.75896186, 0.5090598, 0.8662278, 0.701488, 0.0006782391, 0.53625214, 0.9005421, 0.7814097, 0.99377316, 0.6959909, 0.67963314, 0.6895942]	[(0.5667112469673157, 0.9359205365180969, 0.6549268960952759, 0.9749592542648315), (0.6994753479957581, 0.5283451676368713, 0.812843918800354, 0.5736984014511108), (0.691123902797699, 0.3497740626335144, 0.8612300753593445, 0.3959907293319702), (0.5704421997070312, 0.8941241502761841, 0.6528424024581909, 0.9266911149024963), (0.43517833948135376, 0.0054574585519731045, 0.9245427846908569, 1.0), (0.700201153755188, 0.392235666513443, 0.864153265953064, 0.4461379647254944), (0.5832699537277222, 0.9436075091362, 0.6556888818740845, 0.9871756434440613), (0.7083146572113037, 0.17782548069953918, 0.8872169256210327, 0.2354179173707962), (0.7084662914276123, 0.41296038031578064, 1.0, 0.5535663366317749), (0.7533769011497498, 0.13308562338352203, 0.9730932712554932, 0.19465991854667664), (0.6974945664405823, 0.7983645796775818, 0.9912979602813721, 0.9924101829528809), (0.7131977081298828, 0.2607693076133728, 1.0, 0.3826206922531128), (0.8139489889144897, 0.20463891327381134, 0.9991312623023987, 0.29002878069877625), (0.5264477729797363, 0.024528758600354195, 0.9741665124893188, 0.7281257510185242)]	Test_Output_Data/61687567_330023107673260_2093306174175580667_n-2019-08-27-115602.jpg
Netlight Oslo/64241142_2293234720765222_8984274114035836952_n.jpg	Oslo	[u'person', u'person']	[0.9989843, 0.9973008]	[(0.10496353358030319, 0.3685283958911896, 0.9780548214912415, 1.0), (0.08352768421173096, 0.0, 0.9917910099029541, 0.4616701304912567)]	Test_Output_Data/64241142_2293234720765222_8984274114035836952_n-2019-08-27-115617.jpg
Netlight Oslo/65187237_1314747448676412_5296135988781703703_n.jpg	Oslo	[u'vase', u'person', u'person', u'chair', u'horse', u'dog']	[0.56046146, 0.99798274, 0.99893624, 0.64914626, 0.923896, 0.6152259]	[(0.37815579771995544, 0.6010928153991699, 0.46221405267715454, 0.6403783559799194), (0.2755189538002014, 0.3894791901111603, 0.9980564713478088, 0.6404620409011841), (0.24025170505046844, 0.0, 0.9934366941452026, 0.3250468671321869), (0.5158125162124634, 0.6940698623657227, 0.7522934675216675, 0.8281592130661011), (0.022027892991900444, 0.21567006409168243, 0.9305295944213867, 0.6354188323020935), (0.02535405568778515, 0.23389242589473724, 0.9704799652099609, 0.5444471836090088)]	Test_Output_Data/65187237_1314747448676412_5296135988781703703_n-2019-08-27-115631.jpg
Netlight Oslo/69092485-04e7-49ba-922a-64a660d4492c-1520329744570.png	Oslo	[u'airplane']	[0.76022387]	[(0.13128459453582764, 0.100235715508461, 0.9314870238304138, 0.9212093949317932)]	Test_Output_Data/69092485-04e7-49ba-922a-64a660d4492c-1520329744570-2019-08-27-115645.png
Netlight Oslo/719232478_295x166.jpg	Oslo	[u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass']	[0.0006172987, 0.0005255786, 0.00069473335, 0.00088193855, 0.0005677419, 0.0010287152, 0.0070806523, 0.0013573102, 0.008140827]	[(0.5775632262229919, 0.5773837566375732, 0.9425029754638672, 0.6786673069000244), (0.47451749444007874, 0.18323735892772675, 0.6009514927864075, 0.22119544446468353), (0.442827969789505, 0.5478501319885254, 1.0, 0.734201192855835), (0.6056789755821228, 0.5586150288581848, 0.9775834679603577, 0.6576982140541077), (0.6622197031974792, 0.5626929998397827, 0.9621944427490234, 0.7041763067245483), (0.6679844856262207, 0.6112450957298279, 0.8353920578956604, 0.6411228775978088), (0.6796210408210754, 0.5917309522628784, 0.885373592376709, 0.6305224895477295), (0.6347031593322754, 0.5335156321525574, 0.9725207090377808, 0.6291558146476746), (0.6595632433891296, 0.6241938471794128, 0.816735565662384, 0.6568223834037781)]	Test_Output_Data/719232478_295x166-2019-08-27-115700.jpg
Netlight Oslo/73yWvOMZ_400x400.jpg	Oslo	[u'horse', u'person']	[0.01257608, 0.9927515]	[(0.07801809161901474, 0.05762364715337753, 0.9344022870063782, 0.652151882648468), (0.0, 0.0005039215320721269, 0.9793996214866638, 0.62571120262146)]	Test_Output_Data/73yWvOMZ_400x400-2019-08-27-115715.jpg
Netlight Oslo/7592859_y-io2WpGklvh-r1qRKsc3Gx5AnTz-bR-Uid00zs05gY.jpg	Oslo	[u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'wine glass', u'wine glass', u'tv', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'wine glass']	[0.008121667, 0.0023475208, 0.0023995144, 0.0021209624, 0.0056393067, 0.0034649728, 0.0032198385, 0.6999163, 0.0030886314, 0.0022720015, 0.6017829, 0.004423319, 0.0020788831, 0.004870538, 0.003449141, 0.0053101536, 0.0026848475, 0.003704238, 0.0061040944, 0.0037522959, 0.99764156, 0.0044879224]	[(0.4570184350013733, 0.09470877051353455, 0.5200852751731873, 0.13366006314754486), (0.4578763544559479, 0.07108737528324127, 0.5283709168434143, 0.12884017825126648), (0.48476386070251465, 0.7801406979560852, 0.5489515662193298, 0.8202136158943176), (0.4726896286010742, 0.7916720509529114, 0.5423783659934998, 0.8323034048080444), (0.4576983153820038, 0.03361869230866432, 0.5243365168571472, 0.06474246829748154), (0.4191129803657532, 0.6584202647209167, 0.526051938533783, 0.6911817193031311), (0.42006754875183105, 0.7254107594490051, 0.5370175242424011, 0.7694202661514282), (0.453809916973114, 0.19849880039691925, 0.5379051566123962, 0.2714802026748657), (0.46160081028938293, 0.00543495686724782, 0.534870445728302, 0.039029426872730255), (0.5460927486419678, 0.7870965003967285, 0.6489253044128418, 0.8327416181564331), (0.532757043838501, 0.004411379806697369, 0.8968881368637085, 0.28221023082733154), (0.4580707848072052, 0.01527888048440218, 0.5310179591178894, 0.035753797739744186), (0.4745221436023712, 0.7535499334335327, 0.5477536916732788, 0.7921760082244873), (0.4864572286605835, 0.13073906302452087, 0.537834107875824, 0.1854868084192276), (0.4195803105831146, 0.6219578981399536, 0.5203936100006104, 0.6700823903083801), (0.4613194465637207, 0.04993885010480881, 0.5398756265640259, 0.12693443894386292), (0.4839833080768585, 0.800783097743988, 0.5369259119033813, 0.8313837647438049), (0.4763416647911072, 0.7643726468086243, 0.5556097626686096, 0.7985358238220215), (0.43953579664230347, 0.6759268045425415, 0.5509575009346008, 0.7316579818725586), (0.4413754343986511, 0.8163794279098511, 0.5361798405647278, 0.8430671095848083), (0.4522304832935333, 0.4304232895374298, 0.8485998511314392, 0.5675119161605835), (0.45696744322776794, 0.018052084371447563, 0.5321412682533264, 0.04721371456980705)]	Test_Output_Data/7592859_y-io2WpGklvh-r1qRKsc3Gx5AnTz-bR-Uid00zs05gY-2019-08-27-115729.jpg
Netlight Oslo/Alieu-Jallow2-320x320.jpg	Oslo	[u'person', u'dog', u'horse']	[0.99779993, 0.8763827, 0.17928551]	[(0.2509637176990509, 0.5832881331443787, 0.995883584022522, 0.9791465401649475), (0.28440988063812256, 0.3101663887500763, 0.9307806491851807, 0.6933343410491943), (0.24394170939922333, 0.2341475784778595, 0.9684568643569946, 0.7688828706741333)]	Test_Output_Data/Alieu-Jallow2-320x320-2019-08-27-115744.jpg
Netlight Oslo/BUDLmTmIMAAaApn.jpg	Oslo	[u'person', u'person', u'person', u'horse', u'wine glass', u'wine glass', u'wine glass', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'cup', u'person', u'person', u'wine glass', u'wine glass', u'wine glass', u'person']	[0.5516466, 0.91402245, 0.92155516, 0.003051668, 0.007254248, 0.045691036, 0.018440679, 0.88391465, 0.9924839, 0.89306074, 0.9453433, 0.9878014, 0.9860444, 0.9095346, 0.8417324, 0.648834, 0.9234847, 0.71959805, 0.003940023, 0.028757721, 0.008778155, 0.6928888]	[(0.3532055616378784, 0.4683532416820526, 0.8019575476646423, 0.6602389216423035), (0.39676567912101746, 0.15909938514232635, 0.9747810363769531, 0.300907701253891), (0.26926591992378235, 0.07436653226613998, 0.9523381590843201, 0.21441182494163513), (0.2530149817466736, 0.46468034386634827, 0.8195975422859192, 0.7002238631248474), (0.7245549559593201, 0.4217948913574219, 0.905995786190033, 0.5187662243843079), (0.7273009419441223, 0.41087374091148376, 0.8511505126953125, 0.510383129119873), (0.49718359112739563, 0.6464307308197021, 0.5658425688743591, 0.6985893249511719), (0.31611868739128113, 0.25752776861190796, 0.5800399780273438, 0.4183823764324188), (0.3132003843784332, 0.7704260349273682, 0.9830565452575684, 0.9693711400032043), (0.29636865854263306, 0.0, 0.9604530930519104, 0.14115333557128906), (0.3285468518733978, 0.6287563443183899, 0.9337857365608215, 0.8162325024604797), (0.5622061491012573, 0.5051096081733704, 0.9889367818832397, 0.7511316537857056), (0.5187141299247742, 0.2765306532382965, 0.9929038882255554, 0.5443805456161499), (0.30778077244758606, 0.9302841424942017, 0.9501956701278687, 0.9994192719459534), (0.27363845705986023, 0.018461398780345917, 0.980720043182373, 0.1969158947467804), (0.5033361911773682, 0.6519001722335815, 0.5549836158752441, 0.7001087069511414), (0.4340278208255768, 0.5754008889198303, 0.9598018527030945, 0.7891531586647034), (0.3472613990306854, 0.4070747196674347, 0.5060976147651672, 0.5159282088279724), (0.8909953236579895, 0.7106402516365051, 0.9772756099700928, 0.7563018798828125), (0.517037034034729, 0.0463394857943058, 0.621683657169342, 0.09840557724237442), (0.7216793894767761, 0.410989910364151, 0.794596254825592, 0.4712907075881958), (0.3180086016654968, 0.8881893157958984, 0.42758694291114807, 0.9608892798423767)]	Test_Output_Data/BUDLmTmIMAAaApn-2019-08-27-115758.jpg
Netlight Oslo/ChdJN6EWMAExYgR.jpg	Oslo	[u'wine glass', u'horse', u'person', u'person', u'wine glass', u'person', u'person', u'wine glass', u'person', u'person']	[0.002155189, 0.0012662926, 0.53141755, 0.9979005, 0.0019343126, 0.9939559, 0.9970319, 0.021371424, 0.992342, 0.99609405]	[(0.46672090888023376, 0.28743812441825867, 0.518916666507721, 0.32360151410102844), (0.2050582468509674, 0.303199827671051, 0.9140680432319641, 0.9656484723091125), (0.16279183328151703, 0.7093890309333801, 0.9412890672683716, 0.9434824585914612), (0.25034964084625244, 0.5148284435272217, 0.9086487293243408, 0.7049887180328369), (0.465472936630249, 0.26359614729881287, 0.648471474647522, 0.31192755699157715), (0.20352229475975037, 0.6774811744689941, 0.9295487403869629, 0.8400561809539795), (0.13020645081996918, 0.7866679430007935, 0.9657468795776367, 0.9888889789581299), (0.4646466076374054, 0.28043752908706665, 0.5261369943618774, 0.31710782647132874), (0.17928911745548248, 0.00837642326951027, 0.999128520488739, 0.305852472782135), (0.060698192566633224, 0.22074460983276367, 0.9474023580551147, 0.5075986981391907)]	Test_Output_Data/ChdJN6EWMAExYgR-2019-08-27-115812.jpg
Netlight Oslo/D7q0WQNWkAEBW2l.jpg	Oslo	[u'teddy bear', u'wine glass', u'horse', u'wine glass', u'person', u'laptop']	[0.72423434, 0.0045741554, 0.0006789976, 0.0014771568, 0.99960154, 0.5264079]	[(0.6379866003990173, 0.5985503196716309, 0.7128417491912842, 0.6954882144927979), (0.27830278873443604, 0.5198046565055847, 0.3261492848396301, 0.5804920196533203), (0.6306560635566711, 0.5922263860702515, 0.7154070734977722, 0.6964302062988281), (0.27685680985450745, 0.5308963060379028, 0.31526699662208557, 0.5775989890098572), (0.17785784602165222, 0.4167647361755371, 0.7059111595153809, 0.7479990720748901), (0.6866815686225891, 0.3394779860973358, 0.9907368421554565, 0.9466038346290588)]	Test_Output_Data/D7q0WQNWkAEBW2l-2019-08-27-115827.jpg
Netlight Oslo/D8I7lhEXkAIygsC.jpg	Oslo	[u'book', u'book', u'book', u'book', u'person', u'book']	[0.9409914, 0.9753863, 0.5336983, 0.9268167, 0.9968635, 0.9496302]	[(0.23713794350624084, 0.023958377540111542, 0.9629092812538147, 0.5665803551673889), (0.035020649433135986, 0.44720709323883057, 1.0, 0.9804025888442993), (0.4557304084300995, 0.014353408478200436, 0.9851140379905701, 0.5005269050598145), (0.0, 0.0, 0.9649623036384583, 0.7136642932891846), (0.10357874631881714, 0.04259384050965309, 0.5466375350952148, 0.3667331337928772), (0.05040039122104645, 0.11163825541734695, 0.9755326509475708, 0.9598435759544373)]	Test_Output_Data/D8I7lhEXkAIygsC-2019-08-27-115843.jpg
Netlight Oslo/D9Ql3huXoAAnUQA.jpg	Oslo	[u'person', u'person', u'person', u'person', u'person', u'horse']	[0.69586813, 0.99520856, 0.98784745, 0.98446816, 0.9394999, 0.0013421718]	[(0.3470867872238159, 0.06661077588796616, 0.9786640405654907, 0.47249290347099304), (0.2928052842617035, 0.6816824078559875, 0.9957564473152161, 1.0), (0.5052201747894287, 0.22400034964084625, 0.9952455163002014, 0.7045677304267883), (0.35452553629875183, 0.0048005166463553905, 0.9927569031715393, 0.3544650971889496), (0.35899487137794495, 0.2124931663274765, 0.9320058226585388, 0.5875943303108215), (0.8111156225204468, 0.6960245966911316, 0.995370626449585, 0.8150240778923035)]	Test_Output_Data/D9Ql3huXoAAnUQA-2019-08-27-115858.jpg
Netlight Oslo/D9Ql3kEWkAAIGOX.jpg	Oslo	[u'person', u'potted plant']	[0.9998567, 0.50478065]	[(0.6758164167404175, 0.06220399960875511, 0.9655694961547852, 0.19119834899902344), (0.5684835314750671, 0.9216209053993225, 0.6460750699043274, 0.9745782613754272)]	Test_Output_Data/D9Ql3kEWkAAIGOX-2019-08-27-115913.jpg
Netlight Oslo/ErikRingertzSTOR.jpg	Oslo	[u'handbag', u'handbag', u'person', u'horse', u'handbag', u'car']	[0.93453693, 0.62595266, 0.9992217, 0.0011696732, 0.9494178, 0.79524684]	[(0.45943984389305115, 0.6054375171661377, 0.9576974511146545, 0.9475991129875183), (0.5046159029006958, 0.32662665843963623, 0.9684008359909058, 0.6965602040290833), (0.09422936290502548, 0.0810629278421402, 0.9841660261154175, 1.0), (0.4144957363605499, 0.12854187190532684, 0.969659686088562, 0.9771358370780945), (0.46034374833106995, 0.37111467123031616, 0.9783623814582825, 0.9059452414512634), (0.22461186349391937, 0.7145598530769348, 0.5236364006996155, 0.9856303930282593)]	Test_Output_Data/ErikRingertzSTOR-2019-08-27-115928.jpg
Netlight Oslo/FB_logo.jpg	Oslo	[u'sink']	[0.5493468]	[(0.12786076962947845, 0.08768651634454727, 0.9878900647163391, 0.9999178051948547)]	Test_Output_Data/FB_logo-2019-08-27-115943.jpg
Netlight Oslo/Mareike-Broker-320x320.jpg	Oslo	[u'person', u'horse']	[0.9992736, 0.000106328305]	[(0.05066823586821556, 0.0, 0.9765440821647644, 0.8487191796302795), (0.021229859441518784, 0.0, 0.529137134552002, 0.12623120844364166)]	Test_Output_Data/Mareike-Broker-320x320-2019-08-27-115958.jpg
Netlight Oslo/Matthias-1-e1473595469147.jpg	Oslo	[u'person', u'horse']	[0.9998103, 0.00072972086]	[(0.03632344678044319, 0.13790561258792877, 0.9814977049827576, 0.9471584558486938), (0.38802796602249146, 0.20548243820667267, 0.9863952398300171, 0.8476580381393433)]	Test_Output_Data/Matthias-1-e1473595469147-2019-08-27-120012.jpg
Netlight Oslo/NL-sthlm-23-X2-320x320.jpg	Oslo	[u'person', u'horse', u'person']	[0.99899143, 0.2756431, 0.85008013]	[(0.3945417106151581, 0.27815189957618713, 0.9939988255500793, 0.9362049698829651), (0.057916007936000824, 0.0, 0.8721179366111755, 0.6006191372871399), (0.24312737584114075, 0.15561503171920776, 0.9487529993057251, 0.8434913158416748)]	Test_Output_Data/NL-sthlm-23-X2-320x320-2019-08-27-120027.jpg
Netlight Oslo/NL-sthlm-24-X2-320x320.jpg	Oslo	[u'wine glass', u'person', u'person', u'wine glass', u'laptop']	[0.0005525854, 0.99907255, 0.99619293, 0.0006573355, 0.9119081]	[(0.9717252850532532, 0.36291027069091797, 0.998461127281189, 0.42403891682624817), (0.375059574842453, 0.011676610447466373, 0.9890057444572449, 0.47476452589035034), (0.5396249294281006, 0.48659151792526245, 0.9891160130500793, 0.7999496459960938), (0.9193449020385742, 0.9469935297966003, 0.9883183240890503, 0.9931228756904602), (0.8428046107292175, 0.7012431621551514, 0.9948071241378784, 0.9338490962982178)]	Test_Output_Data/NL-sthlm-24-X2-320x320-2019-08-27-120041.jpg
Netlight Oslo/NetlightAdForWeb_KAtP1oN.png	Oslo	[u'person', u'bowl', u'umbrella', u'horse', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'bicycle', u'person']	[0.5324614, 0.9204678, 0.7469287, 0.08830326, 0.86147714, 0.75196344, 0.5846573, 0.67564523, 0.85833925, 0.798946, 0.5780405, 0.744955, 0.9465911, 0.5600786, 0.66744846]	[(0.7423638701438904, 0.6301956176757812, 0.779628574848175, 0.6609793305397034), (0.8520776033401489, 0.355790376663208, 0.9727533459663391, 0.5470329523086548), (0.21930287778377533, 0.6537492871284485, 0.5651588439941406, 0.888706386089325), (0.675990879535675, 0.7599449753761292, 0.8222247958183289, 0.9829184412956238), (0.13084541261196136, 0.0018422954017296433, 0.20175288617610931, 0.0971667468547821), (0.04374543949961662, 0.8274143934249878, 0.1588539034128189, 0.9429600238800049), (0.8633998036384583, 0.40019866824150085, 0.9690656065940857, 0.507220983505249), (0.42781487107276917, 0.10527072101831436, 0.5229377746582031, 0.23275868594646454), (0.7615463137626648, 0.5392745137214661, 0.8281294107437134, 0.6424890160560608), (0.6692112684249878, 0.7493207454681396, 0.8304117321968079, 0.9821791052818298), (0.7467197179794312, 0.4891799986362457, 0.8272823691368103, 0.5457056760787964), (0.09657448530197144, 0.2788603901863098, 0.16831904649734497, 0.33348652720451355), (0.7426935434341431, 0.32902178168296814, 0.8262768387794495, 0.3918119966983795), (0.11257437616586685, 0.19976899027824402, 0.16189348697662354, 0.23960790038108826), (0.7602311372756958, 0.5788329839706421, 0.8277873992919922, 0.6604751348495483)]	Test_Output_Data/NetlightAdForWeb_KAtP1oN-2019-08-27-120055.png
Netlight Oslo/NetlightBerlin-e1473595629161.jpeg	Oslo	[u'person', u'wine glass', u'wine glass', u'person', u'wine glass', u'wine glass', u'person', u'wine glass', u'person', u'person', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'wine glass', u'wine glass', u'person', u'person', u'wine glass', u'wine glass', u'wine glass', u'person', u'person']	[0.9886346, 0.0023844559, 0.0020252918, 0.99497175, 0.001912317, 0.0057414602, 0.9961802, 0.0033015856, 0.9843233, 0.9843172, 0.0021296726, 0.0018336653, 0.0010778588, 0.001587533, 0.9960989, 0.0010621045, 0.02627093, 0.80976546, 0.9507801, 0.008204738, 0.0013066073, 0.0033622032, 0.8172976, 0.9616237]	[(0.6239126324653625, 0.0010119237704202533, 0.9946731925010681, 0.33482444286346436), (0.3717658817768097, 0.5709176063537598, 0.4362781345844269, 0.6013467311859131), (0.5539212226867676, 0.0467059351503849, 0.6176502704620361, 0.10151776671409607), (0.552433967590332, 0.6185016632080078, 0.9924855828285217, 0.8701207041740417), (0.9191827774047852, 0.6682335734367371, 0.9978859424591064, 0.7107215523719788), (0.5515533089637756, 0.7581281661987305, 0.613916277885437, 0.7963035702705383), (0.31905990839004517, 0.4204232096672058, 0.9822729825973511, 0.653601884841919), (0.5374057292938232, 0.05079631134867668, 0.5946044921875, 0.09291258454322815), (0.2691502273082733, 0.0016086603282019496, 0.825415849685669, 0.16544443368911743), (0.5574711561203003, 0.2133886218070984, 0.9859248995780945, 0.4452137351036072), (0.9193688035011292, 0.6567947268486023, 0.999620258808136, 0.6982734799385071), (0.7969385981559753, 0.37307050824165344, 0.9140713810920715, 0.4161069393157959), (0.37652555108070374, 0.5904971361160278, 0.42339715361595154, 0.6167632341384888), (0.525486946105957, 0.7514111995697021, 0.6402756571769714, 0.7935153245925903), (0.27346864342689514, 0.8697877526283264, 0.9964938759803772, 1.0), (0.7314496040344238, 0.8645113706588745, 0.778099775314331, 0.8979136943817139), (0.5297476053237915, 0.05908842012286186, 0.6288982033729553, 0.09739720076322556), (0.2962888777256012, 0.6046589612960815, 0.6295390725135803, 0.7230967283248901), (0.2998679280281067, 0.39486798644065857, 0.9189984202384949, 0.5132118463516235), (0.5380900502204895, 0.7637878060340881, 0.5927041172981262, 0.7954354286193848), (0.5391002297401428, 0.7706509232521057, 0.5712230801582336, 0.7962638735771179), (0.5282136797904968, 0.054861050099134445, 0.6040622591972351, 0.08170642703771591), (0.36980053782463074, 0.6408044695854187, 0.9242553114891052, 0.8874300718307495), (0.28598546981811523, 0.6385749578475952, 0.7538674473762512, 0.8988308310508728)]	Test_Output_Data/NetlightBerlin-e1473595629161-2019-08-27-120113.jpeg
Netlight Oslo/NetlightJasonStrong05.jpg	Oslo	[u'dining table', u'dining table', u'potted plant', u'chair', u'dining table', u'potted plant', u'potted plant', u'dining table', u'dining table', u'wine glass']	[0.72545445, 0.77868295, 0.8237615, 0.96747977, 0.8873078, 0.68805987, 0.9032035, 0.60424066, 0.9684969, 0.0041839117]	[(0.7102584838867188, 0.32342246174812317, 0.972930371761322, 0.7133259177207947), (0.5620805025100708, 0.46377208828926086, 0.9698948860168457, 1.0), (0.336122065782547, 0.5640814900398254, 0.4061018228530884, 0.5971347689628601), (0.4401696026325226, 0.12572839856147766, 0.5386620759963989, 0.2035793513059616), (0.4506700336933136, 0.3265915513038635, 0.7985149025917053, 0.8706850409507751), (0.3774224519729614, 0.6592446565628052, 0.4255966246128082, 0.7130270004272461), (0.33478108048439026, 0.6965715885162354, 0.4388497769832611, 0.763848066329956), (0.6585574150085449, 0.38129356503486633, 0.9768757224082947, 0.9094124436378479), (0.5012469291687012, 0.3876791298389435, 0.8733985424041748, 0.9315708875656128), (0.6042482256889343, 0.8156463503837585, 0.6473695635795593, 0.88467937707901)]	Test_Output_Data/NetlightJasonStrong05-2019-08-27-120128.jpg
Netlight Oslo/NetlightJasonStrong14.jpg	Oslo	[u'refrigerator', u'horse', u'pizza', u'bed']	[0.50927764, 0.0005362416, 0.83070797, 0.5675043]	[(0.19139233231544495, 0.5579920411109924, 0.8760380744934082, 0.962581217288971), (0.7141390442848206, 0.8150683045387268, 0.7889561653137207, 0.8952237367630005), (0.7416207194328308, 0.08321894705295563, 0.793110191822052, 0.2763265371322632), (0.7296741604804993, 0.0, 0.9889280200004578, 0.9877355098724365)]	Test_Output_Data/NetlightJasonStrong14-2019-08-27-120142.jpg
