input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Oslo/Opening%2BSpeech%2BEdge%2BConference%2B2014.jpg	Oslo	[u'person', u'person', u'person', u'chair', u'person', u'person', u'person', u'person', u'person', u'chair', u'person', u'person', u'person']	[0.8372782, 0.8334739, 0.6968253, 0.68613803, 0.7796636, 0.94995445, 0.78339195, 0.66093564, 0.5297317, 0.62440187, 0.88984793, 0.5349055, 0.803274]	[(0.6402690410614014, 0.06955721229314804, 0.7924462556838989, 0.20796281099319458), (0.6501517295837402, 0.1751473993062973, 0.9586761593818665, 0.3653252124786377), (0.4834994673728943, 0.03890569135546684, 0.9590080976486206, 0.9974570870399475), (0.8892676830291748, 0.6512686014175415, 0.9936786890029907, 0.8806914687156677), (0.6675295829772949, 0.6216575503349304, 0.9255167841911316, 0.8440151810646057), (0.7908890247344971, 0.4373787045478821, 0.9978606104850769, 0.6664472222328186), (0.6261866688728333, 0.7808999419212341, 0.8087390065193176, 0.9214720726013184), (0.639819324016571, 0.5869134664535522, 0.8044086694717407, 0.7091750502586365), (0.6109655499458313, 0.266176700592041, 0.8027069568634033, 0.4001799523830414), (0.8975027799606323, 0.3883592486381531, 0.9992756247520447, 0.4804728329181671), (0.7368037700653076, 0.012670923955738544, 0.9922261834144592, 0.19382008910179138), (0.7682825922966003, 0.8880200386047363, 0.9925625920295715, 1.0), (0.6541363596916199, 0.38381093740463257, 0.940558910369873, 0.556018054485321)]	Test_Output_Data/Opening2BSpeech2BEdge2BConference2B2014-2019-08-27-120157.jpg
Netlight Oslo/Robert-1-e1473595531820.jpg	Oslo	[u'person', u'horse']	[0.9998547, 0.00049351266]	[(0.0053579374216496944, 0.16303856670856476, 0.9936248064041138, 0.9122013449668884), (0.2551010847091675, 0.17176584899425507, 0.911875307559967, 0.8989104628562927)]	Test_Output_Data/Robert-1-e1473595531820-2019-08-27-120213.jpg
Netlight Oslo/a3e0fa9dfbcbbd35312a1db5e01f9c90_400x400.jpeg	Oslo	[u'person', u'person', u'person', u'horse', u'person', u'person', u'person', u'person']	[0.9979729, 0.6782007, 0.9329907, 0.000609195, 0.525137, 0.941141, 0.9694798, 0.877194]	[(0.008259989321231842, 0.08437683433294296, 0.9996190667152405, 0.9299763441085815), (0.11548436433076859, 0.8002061247825623, 0.5430026650428772, 0.9900964498519897), (0.013202108442783356, 0.0, 0.9711032509803772, 0.2851908206939697), (0.3993934094905853, 0.09689987450838089, 0.9771847724914551, 0.8468002080917358), (0.44973400235176086, 0.0049051158130168915, 0.9846583008766174, 0.23073117434978485), (0.022971229627728462, 0.8156096935272217, 0.4346514940261841, 0.9960391521453857), (0.003478342667222023, 0.2412254959344864, 0.40842002630233765, 0.43729865550994873), (0.023887354880571365, 0.17116855084896088, 0.2847755551338196, 0.30635449290275574)]	Test_Output_Data/a3e0fa9dfbcbbd35312a1db5e01f9c90_400x400-2019-08-27-120228.jpeg
Netlight Oslo/biking-munich-320x320.jpg	Oslo	[u'tie', u'person', u'person', u'person', u'person', u'person', u'person', u'person']	[0.57285464, 0.9889572, 0.9987974, 0.99664694, 0.934052, 0.8488002, 0.9597697, 0.5411594]	[(0.4234863519668579, 0.300184965133667, 0.6681786179542542, 0.37188053131103516), (0.21472519636154175, 0.5356467962265015, 0.6387357115745544, 0.8079944252967834), (0.090825654566288, 0.009603932499885559, 0.9884946942329407, 0.8817389011383057), (0.18232552707195282, 0.5225867033004761, 1.0, 0.9927611351013184), (0.13349872827529907, 0.6578454971313477, 0.4049372375011444, 0.8706974387168884), (0.22287066280841827, 0.5248863101005554, 0.40642571449279785, 0.622061550617218), (0.18074648082256317, 0.0, 0.5368978977203369, 0.15924082696437836), (0.25859832763671875, 0.4362856149673462, 0.413139671087265, 0.5490097999572754)]	Test_Output_Data/biking-munich-320x320-2019-08-27-120243.jpg
Netlight Oslo/emma_lindqvist-320x320.jpg	Oslo	[u'horse', u'person', u'person', u'person']	[0.0016951354, 0.9988741, 0.93597376, 0.9980034]	[(0.5231044888496399, 0.7118408679962158, 0.9819241762161255, 0.9784541130065918), (0.21086032688617706, 0.001055247033946216, 0.9856551289558411, 0.5444360375404358), (0.28521814942359924, 0.00976119376718998, 0.58116215467453, 0.11670196801424026), (0.02803756855428219, 0.49937278032302856, 0.9880452752113342, 0.9938597679138184)]	Test_Output_Data/emma_lindqvist-320x320-2019-08-27-120257.jpg
Netlight Oslo/erik-hest-320x320.jpg	Oslo	[u'horse', u'dog', u'person']	[0.99608153, 0.87775356, 0.9934187]	[(0.15457138419151306, 0.21228457987308502, 0.9420459270477295, 0.9677843451499939), (0.3779905140399933, 0.1848192811012268, 0.8859909176826477, 0.4690878987312317), (0.11259839683771133, 0.3645463287830353, 0.6385865211486816, 0.7353106737136841)]	Test_Output_Data/erik-hest-320x320-2019-08-27-120311.jpg
Netlight Oslo/gtsby%252F339e6998-e07e-45e7-aff9-e9355df20398_dsc01130.jpg	Oslo	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person', u'cell phone', u'chair', u'person']	[0.92040014, 0.9459976, 0.9818871, 0.9946339, 0.99706906, 0.51217306, 0.9944811, 0.9950488, 0.70506376, 0.82182807, 0.99751294, 0.99756706, 0.58126837, 0.70761615, 0.8378521]	[(0.2253142148256302, 0.7683614492416382, 0.8839259147644043, 0.9044620990753174), (0.3154769539833069, 0.45334264636039734, 0.8618192672729492, 0.5614895224571228), (0.2855822443962097, 0.6884157061576843, 0.8574015498161316, 0.7999754548072815), (0.25043606758117676, 0.4895046651363373, 0.8983259201049805, 0.6917011141777039), (0.08673271536827087, 0.04694026708602905, 0.8928754925727844, 0.19206832349300385), (0.3178803324699402, 0.3632674813270569, 0.3825978934764862, 0.40465623140335083), (0.17243340611457825, 0.17140519618988037, 0.8895541429519653, 0.3055495321750641), (0.1637626439332962, 0.7968422174453735, 0.911561906337738, 0.9679427146911621), (0.39323458075523376, 0.6189631223678589, 0.8628708124160767, 0.7155905365943909), (0.13733433187007904, 0.6502481698989868, 0.38444504141807556, 0.7495415210723877), (0.1937030553817749, 0.27554863691329956, 0.8970943689346313, 0.3999774158000946), (0.2530074715614319, 0.3694530427455902, 0.8828436732292175, 0.5326141119003296), (0.1287108212709427, 0.8596472144126892, 0.2008858174085617, 0.8751316070556641), (0.5649812817573547, 0.053764455020427704, 0.8480976819992065, 0.1988663375377655), (0.224308043718338, 0.471015989780426, 0.3118635416030884, 0.4992367923259735)]	Test_Output_Data/gtsby252F339e6998-e07e-45e7-aff9-e9355df20398_dsc01130-2019-08-27-120325.jpg
Netlight Oslo/gtsby%252Fbfd56c88-80e1-4479-a00e-918ea757592b_dsc05354.jpg	Oslo	[u'bicycle', u'bicycle', u'wine glass']	[0.9838303, 0.6337881, 0.00079425616]	[(0.057688601315021515, 0.0494636707007885, 0.9604350924491882, 0.9471496939659119), (0.09255808591842651, 0.5059371590614319, 0.9624656438827515, 0.9574685096740723), (0.36534029245376587, 0.5338904857635498, 0.977803647518158, 0.9178912043571472)]	Test_Output_Data/gtsby252Fbfd56c88-80e1-4479-a00e-918ea757592b_dsc05354-2019-08-27-120341.jpg
Netlight Oslo/highres_147676232.jpeg	Oslo	[u'wine glass']	[4.3052045e-05]	[(0.3373551368713379, 0.7358860969543457, 0.5828006267547607, 0.774063766002655)]	Test_Output_Data/highres_147676232-2019-08-27-120358.jpeg
Netlight Oslo/horse_extraspace2-320x320.jpg	Oslo	[u'horse', u'person']	[0.04716377, 0.9933264]	[(0.371198832988739, 0.37905293703079224, 0.9600115418434143, 0.9363770484924316), (0.29280537366867065, 0.3131994307041168, 0.9890941381454468, 0.9133079051971436)]	Test_Output_Data/horse_extraspace2-320x320-2019-08-27-120413.jpg
Netlight Oslo/img_1631_1024-1-320x320.jpg	Oslo	[u'wine glass', u'person', u'person', u'horse', u'person', u'person']	[0.0024718568, 0.61002374, 0.6246376, 0.002271751, 0.9891962, 0.99972945]	[(0.4629048705101013, 0.07447499781847, 0.6052480936050415, 0.1828671097755432), (0.1305646300315857, 0.10913447290658951, 0.9664319157600403, 0.6970961093902588), (0.35865867137908936, 0.012741419486701488, 0.9875146746635437, 0.16931527853012085), (0.4290016293525696, 0.0016883087810128927, 0.977678656578064, 0.18022918701171875), (0.24456718564033508, 0.11777585744857788, 0.9384873509407043, 0.4748014509677887), (0.008013560436666012, 0.09271484613418579, 0.998333752155304, 0.982488751411438)]	Test_Output_Data/img_1631_1024-1-320x320-2019-08-27-120427.jpg
Netlight Oslo/lunch-meeting-sthlm-320x320.jpg	Oslo	[u'laptop', u'person', u'person', u'dining table', u'person', u'person', u'person']	[0.9975107, 0.9972916, 0.56510174, 0.7538799, 0.96171445, 0.9383739, 0.97594416]	[(0.6409076452255249, 0.35488423705101013, 0.8385686874389648, 0.6741037368774414), (0.3575071394443512, 0.662485659122467, 0.9369320869445801, 0.9982250928878784), (0.3455255925655365, 0.5908526182174683, 0.8756521940231323, 0.9258244037628174), (0.7016319036483765, 0.05688619241118431, 0.987276554107666, 0.9923344254493713), (0.2824142575263977, 0.006508763879537582, 0.9457868933677673, 0.4909062683582306), (0.31607723236083984, 0.10670804232358932, 0.7445011138916016, 0.5060670971870422), (0.3576570153236389, 0.5662705898284912, 0.7178385257720947, 0.8492115139961243)]	Test_Output_Data/lunch-meeting-sthlm-320x320-2019-08-27-120441.jpg
Netlight Oslo/maxresdefault.jpg	Oslo	[u'person', u'chair']	[0.99876773, 0.76175904]	[(0.01004706509411335, 0.3714369535446167, 0.9903910756111145, 1.0), (0.21735677123069763, 0.2734842002391815, 0.5002080798149109, 0.4062574803829193)]	Test_Output_Data/maxresdefault-2019-08-27-120456.jpg
Netlight Oslo/netlight-companyupdate-1503710899546.jpg	Oslo	[u'horse']	[5.5269447e-05]	[(0.49662503600120544, 0.39081084728240967, 0.5163614749908447, 0.41478657722473145)]	Test_Output_Data/netlight-companyupdate-1503710899546-2019-08-27-120511.jpg
Netlight Oslo/netlight-helsinki-office-9.jpg	Oslo	[u'couch', u'potted plant', u'wine glass', u'vase']	[0.9952643, 0.9791251, 0.0011085487, 0.50081843]	[(0.5159850716590881, 0.03605952113866806, 0.7459271550178528, 0.9736261367797852), (0.413404256105423, 0.8723251819610596, 0.5351062417030334, 0.996290385723114), (0.5837735533714294, 0.36684468388557434, 0.6623599529266357, 0.39517760276794434), (0.4941536784172058, 0.9055528044700623, 0.5375517010688782, 0.9679991006851196)]	Test_Output_Data/netlight-helsinki-office-9-2019-08-27-120526.jpg
Netlight Oslo/netlight-helsinki-office-mm-3.jpg	Oslo	[u'chair', u'potted plant', u'laptop', u'dining table', u'person', u'chair', u'dining table', u'horse', u'chair']	[0.62059, 0.9476625, 0.84380704, 0.7594754, 0.584843, 0.865127, 0.64483, 0.98737913, 0.9637429]	[(0.535976231098175, 0.6994822025299072, 0.57060706615448, 0.762326717376709), (0.44104716181755066, 0.6589949131011963, 0.5433444380760193, 0.7113939523696899), (0.48517102003097534, 0.7621062994003296, 0.5853834748268127, 0.8528732061386108), (0.5435784459114075, 0.688840389251709, 0.9322553873062134, 0.9414964914321899), (0.4578797519207001, 0.5186513066291809, 0.5602698922157288, 0.5671916604042053), (0.4670146107673645, 0.5804255604743958, 0.5418686270713806, 0.6268226504325867), (0.5326120853424072, 0.6453906297683716, 0.6135073304176331, 0.7107852697372437), (0.3080386519432068, 0.3870392441749573, 0.5995535850524902, 0.47765040397644043), (0.6000350117683411, 0.7740302085876465, 0.9475752115249634, 0.9236701726913452)]	Test_Output_Data/netlight-helsinki-office-mm-3-2019-08-27-120542.jpg
Netlight Oslo/netlighthorse-320x320.jpg	Oslo	[u'cow', u'horse', u'person']	[0.8983909, 0.84907764, 0.85585946]	[(0.1846490204334259, 0.2680918574333191, 0.9655026197433472, 0.9449612498283386), (0.17962706089019775, 0.0935436561703682, 0.9755441546440125, 0.961631715297699), (0.041362203657627106, 0.10485906153917313, 0.9087488055229187, 0.9033899307250977)]	Test_Output_Data/netlighthorse-320x320-2019-08-27-120558.jpg
Netlight Oslo/spiral_foto2_905.jpg	Oslo	[u'person', u'person']	[0.91294223, 0.6755381]	[(0.5040562152862549, 0.8723773956298828, 0.6001769304275513, 0.9260096549987793), (0.4590282440185547, 0.5644271969795227, 0.5182610154151917, 0.5891170501708984)]	Test_Output_Data/spiral_foto2_905-2019-08-27-120612.jpg
Netlight Oslo/spiral_foto_905.jpg	Oslo	[u'chair']	[0.61117876]	[(0.5107671022415161, 0.6826560497283936, 0.8851411938667297, 1.0)]	Test_Output_Data/spiral_foto_905-2019-08-27-120627.jpg
Netlight Oslo/tanja-2-320x320.jpg	Oslo	[u'person', u'person', u'person', u'horse']	[0.755113, 0.50787747, 0.99973434, 0.0011177149]	[(0.5366268754005432, 0.0014737765304744244, 0.9850671887397766, 0.15149828791618347), (0.3825340270996094, 0.12520653009414673, 0.6253741383552551, 0.300622820854187), (0.18416047096252441, 0.06550738215446472, 1.0, 0.8382978439331055), (0.5172691941261292, 0.8131794333457947, 0.868845522403717, 0.9947590231895447)]	Test_Output_Data/tanja-2-320x320-2019-08-27-120641.jpg
Netlight Oslo/usability-and-beyond-how-to-evaluate-your-product-43-638.jpg	Oslo	[u'person', u'person', u'person', u'person', u'laptop', u'horse', u'laptop', u'laptop', u'person']	[0.79575807, 0.9561976, 0.92228085, 0.82086265, 0.9861355, 0.0032249943, 0.87042296, 0.9929589, 0.8364348]	[(0.07717474550008774, 0.5860187411308289, 0.7927837371826172, 0.997905433177948), (0.21668164432048798, 0.7236613631248474, 0.8486692309379578, 0.996303141117096), (0.2141566425561905, 0.7267677187919617, 0.5927600264549255, 0.9903519749641418), (0.367473840713501, 0.7561026811599731, 0.9611309766769409, 0.9950515031814575), (0.021929556503891945, 0.10514047741889954, 0.8058579564094543, 0.8670055866241455), (0.2911248803138733, 0.47597646713256836, 0.5055877566337585, 0.6845313310623169), (0.005262030754238367, 0.1441555917263031, 0.5986112952232361, 0.7295588254928589), (0.028973553329706192, 0.15777668356895447, 0.45356497168540955, 0.5714454650878906), (0.12380271404981613, 0.6593533754348755, 0.5200527310371399, 0.9899470806121826)]	Test_Output_Data/usability-and-beyond-how-to-evaluate-your-product-43-638-2019-08-27-120655.jpg
Netlight Oslo/xingapptesting-170411082853-thumbnail-4.jpg	Oslo	[u'person', u'horse', u'person', u'person']	[0.99758804, 0.00043161964, 0.95691067, 0.7039906]	[(0.0029870669823139906, 0.5331376194953918, 0.9772389531135559, 0.9960200190544128), (0.048563797026872635, 0.35754716396331787, 0.9910704493522644, 0.8251105546951294), (0.0, 0.0, 1.0, 0.533556342124939), (0.014973693527281284, 0.04143786430358887, 0.8608460426330566, 0.8271848559379578)]	Test_Output_Data/xingapptesting-170411082853-thumbnail-4-2019-08-27-120710.jpg
Netlight Stockholm/1*6xdgByv6lemUQTPg4l8RkQ.jpeg	Stockholm	[u'boat', u'person', u'bottle', u'person', u'person', u'chair', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person']	[0.58743465, 0.9876616, 0.9276077, 0.93917334, 0.97843593, 0.6534563, 0.7646939, 0.755988, 0.9947189, 0.93143904, 0.57418925, 0.79882085, 0.95994896, 0.70698833, 0.6496865, 0.0019531397, 0.9365201, 0.50530726, 0.95208395]	[(0.44707486033439636, 0.8738734126091003, 0.48606064915657043, 0.9969483017921448), (0.3622964024543762, 0.382661908864975, 0.9870477318763733, 0.5319991111755371), (0.8327964544296265, 0.10506013035774231, 0.9972754120826721, 0.13578636944293976), (0.035737764090299606, 0.473754346370697, 0.5676619410514832, 0.5779423713684082), (0.33951127529144287, 0.25550171732902527, 0.8528398275375366, 0.4285999834537506), (0.6353326439857483, 0.7324820756912231, 0.9947745203971863, 1.0), (0.14005213975906372, 0.6372838020324707, 0.3638106882572174, 0.7490915060043335), (0.06317353993654251, 0.536963701248169, 0.4443073272705078, 0.6318854093551636), (0.6071287393569946, 0.5217848420143127, 1.0, 0.6957645416259766), (0.31037288904190063, 0.6659039258956909, 0.6136296391487122, 0.790255606174469), (0.2979736626148224, 0.5915137529373169, 0.5306311249732971, 0.7193984389305115), (0.05491622909903526, 0.19245421886444092, 0.9460573792457581, 0.8884985446929932), (0.02420295774936676, 0.2477794587612152, 0.627155065536499, 0.3436667025089264), (0.13521753251552582, 0.33866655826568604, 0.4489157199859619, 0.4223848283290863), (0.10825961083173752, 0.39859944581985474, 0.4809977412223816, 0.49910804629325867), (0.6463390588760376, 0.7935292720794678, 0.9189995527267456, 0.9915025234222412), (0.0059062703512609005, 0.2298799753189087, 0.5711210370063782, 0.29212477803230286), (0.31128206849098206, 0.6248953342437744, 0.5781991481781006, 0.7641580104827881), (0.4021572172641754, 0.6036788821220398, 0.8989301919937134, 0.7114262580871582)]	Test_Output_Data/16xdgByv6lemUQTPg4l8RkQ-2019-08-27-120725.jpeg
Netlight Stockholm/1*QaefZlp0qoIA4uTZRotLSA.jpeg	Stockholm	[u'wine glass', u'cell phone', u'wine glass', u'wine glass', u'cup', u'person', u'book', u'person', u'wine glass', u'person', u'book', u'person', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'person', u'potted plant', u'person', u'wine glass', u'person', u'chair', u'person', u'wine glass', u'suitcase', u'wine glass', u'wine glass']	[0.004165982, 0.8671929, 0.011629621, 0.002937635, 0.6046197, 0.9544117, 0.61006474, 0.9784223, 0.009141575, 0.9282471, 0.7091385, 0.60384786, 0.010533903, 0.011205302, 0.016772203, 0.014939837, 0.9879104, 0.9003348, 0.9634309, 0.004218208, 0.96417093, 0.6603281, 0.9724153, 0.003186008, 0.5042226, 0.00393257, 0.005370045]	[(0.3658730983734131, 0.5654340386390686, 0.41912147402763367, 0.5859559774398804), (0.6919413208961487, 0.5171787738800049, 0.7269198894500732, 0.5917162895202637), (0.37650999426841736, 0.5476295948028564, 0.4089624881744385, 0.5623481273651123), (0.38444983959198, 0.6073245406150818, 0.43349504470825195, 0.6323896050453186), (0.48184067010879517, 0.586848795413971, 0.5437818169593811, 0.6196300983428955), (0.2547032833099365, 0.7432017922401428, 0.4565941393375397, 0.8772728443145752), (0.7024444341659546, 0.09649932384490967, 0.7556014657020569, 0.19809329509735107), (0.33613771200180054, 0.6097279787063599, 0.9415104389190674, 0.9029557108879089), (0.3894859254360199, 0.5403284430503845, 0.42363712191581726, 0.5622867941856384), (0.26780375838279724, 0.19355207681655884, 0.5690665245056152, 0.33105796575546265), (0.7113828659057617, 0.09182534366846085, 0.7721977829933167, 0.19394145905971527), (0.2789927124977112, 0.6821615695953369, 0.5210859775543213, 0.8829861283302307), (0.38068681955337524, 0.5477535724639893, 0.4207175672054291, 0.5669807195663452), (0.36426204442977905, 0.5592071413993835, 0.40948960185050964, 0.5796291828155518), (0.3665686249732971, 0.5552932024002075, 0.4145548343658447, 0.5733856558799744), (0.37126797437667847, 0.5533828139305115, 0.4103057384490967, 0.5681511759757996), (0.3224349021911621, 0.09715019911527634, 0.6827793717384338, 0.27406570315361023), (0.20073938369750977, 0.40670570731163025, 0.4278750717639923, 0.5072062015533447), (0.2359715849161148, 0.4683454930782318, 0.4257286787033081, 0.5634128451347351), (0.3722274899482727, 0.6009252071380615, 0.4336826205253601, 0.619902491569519), (0.2365516722202301, 0.6206243634223938, 0.37932562828063965, 0.703887403011322), (0.35477784276008606, 0.8689097166061401, 0.5073876976966858, 0.9515270590782166), (0.26945313811302185, 0.3306295573711395, 0.5023820400238037, 0.44419142603874207), (0.36206692457199097, 0.5286385416984558, 0.4156991243362427, 0.5530321002006531), (0.4788902997970581, 0.6738328337669373, 0.9915279150009155, 0.9643710255622864), (0.3637600839138031, 0.6021510362625122, 0.4016435742378235, 0.6215319037437439), (0.381743460893631, 0.5313361883163452, 0.4064650237560272, 0.5477439761161804)]	Test_Output_Data/1QaefZlp0qoIA4uTZRotLSA-2019-08-27-120742.jpeg
